Security,Name,Sector,INDUSTRY,Year,Quarter,Index,Closing Stock Price,SP Volatility,MC RAW,Log MCap,PB RAW,Book to Mkt,ROA,Total Assets,Asset Growth,ESGCombinedScore,EnvironmentPillarScore,GovernancePillarScore,SocialPillarScore,ESG Momentum,ESG Mom-Env,ESG Mom - Gov,ESG Mom - Social
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2019,Q4,2019-Q4,34.6207,7.019083333,7653981184,22.75849177,3.208357096,0.311686003,8.728093147,3397.997056,0.018033096,0.859001695,0.854940003,0.78558013,0.900079517,0.033257457,0.020297628,0.132483322,-0.01585471
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2020,Q1,2020-Q1,16.296,7.360567354,3570267904,21.99590647,1.540204048,0.649264623,8.359811783,3211.069952,-0.055010967,0.814296794,0.777303847,0.664495598,0.907934665,-0.044704901,-0.077636156,-0.121084531,0.007855148
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2020,Q2,2020-Q2,19.1028,7.399521228,4168394496,22.15079679,2.033457994,0.491773129,3.973850965,3694.904064,0.150676914,0.814296794,0.777303847,0.664495598,0.907934665,-0.044704901,-0.077636156,-0.121084531,0.007855148
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2020,Q3,2020-Q3,23.8353,4.989457149,5203310592,22.37256091,2.692639112,0.371382855,-6.4222579,3251.589888,-0.119979888,0.814296794,0.777303847,0.664495598,0.907934665,-0.044704901,-0.077636156,-0.121084531,0.007855148
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2020,Q4,2020-Q4,32.3285,5.872825814,7061275136,22.67789149,3.547682047,0.281874189,-8.187488556,2956.13696,-0.090864143,0.814296794,0.777303847,0.664495598,0.907934665,-0.044704901,-0.077636156,-0.121084531,0.007855148
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2021,Q1,2021-Q1,34.9355,3.474360911,7631346176,22.7555301,3.70243907,0.270092223,-7.22982502,3020.947968,0.021924224,0.842281527,0.803693249,0.75278751,0.903867072,0.027984733,0.026389402,0.088291912,-0.004067593
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2021,Q2,2021-Q2,41.7317,6.115680063,9078264832,22.92914891,4.125476837,0.242396222,-0.806675017,3109.821952,0.029419237,0.842281527,0.803693249,0.75278751,0.903867072,0.027984733,0.026389402,0.088291912,-0.004067593
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2021,Q3,2021-Q3,42.3926,6.783177294,9120201728,22.93375776,3.836114883,0.26068041,11.96570492,2910.854912,-0.063980203,0.842281527,0.803693249,0.75278751,0.903867072,0.027984733,0.026389402,0.088291912,-0.004067593
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2021,Q4,2021-Q4,49.3055,4.128722438,10397535232,23.06483462,4.247073174,0.235456268,16.59977531,3075.739904,0.056644868,0.842281527,0.803693249,0.75278751,0.903867072,0.027984733,0.026389402,0.088291912,-0.004067593
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2022,Q1,2022-Q1,43.3117,3.707577111,8889885696,22.90818003,3.695363998,0.270609337,19.72132111,3136.681984,0.019813795,0.806631103,0.808608573,0.624001008,0.904673102,-0.035650423,0.004915324,-0.128786502,0.00080603
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2022,Q2,2022-Q2,34.4191,3.53771667,6851954688,22.6477998,2.836888075,0.352498926,20.28012085,3349.75488,0.067929391,0.806631103,0.808608573,0.624001008,0.904673102,-0.035650423,0.004915324,-0.128786502,0.00080603
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2022,Q3,2022-Q3,36.4767,3.542234895,7091514368,22.68216475,2.750730038,0.363539855,21.28287315,3355.254016,0.001641653,0.806631103,0.808608573,0.624001008,0.904673102,-0.035650423,0.004915324,-0.128786502,0.00080603
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2022,Q4,2022-Q4,34.8451,2.77749174,6663729664,22.61994517,2.616704941,0.382160015,19.3849411,3439.997952,0.025257085,0.806631103,0.808608573,0.624001008,0.904673102,-0.035650423,0.004915324,-0.128786502,0.00080603
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2023,Q1,2023-Q1,42.4469,5.07640388,8069687808,22.81138063,3.126641989,0.319831949,16.46795082,3440.214016,6.28E-05,0.739197274,0.801789616,0.496796226,0.848796858,-0.06743383,-0.006818957,-0.127204782,-0.055876244
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2023,Q2,2023-Q2,40.6347,6.4250223,7573828096,22.74796447,2.914963961,0.343057415,14.12240982,3629.138944,0.054916621,0.739197274,0.801789616,0.496796226,0.848796858,-0.06743383,-0.006818957,-0.127204782,-0.055876244
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2023,Q3,2023-Q3,36.4542,8.371924282,6650505728,22.61795874,2.453706026,0.407546784,13.94151115,3671.832064,0.011763981,0.739197274,0.801789616,0.496796226,0.848796858,-0.06743383,-0.006818957,-0.127204782,-0.055876244
GIL CN Equity,Gildan Activewear Inc,Consumer Discretionary,Service,2023,Q4,2023-Q4,42.2264,8.737111472,7473541632,22.73463484,2.884592056,0.34666947,13.23876381,3572.317952,-0.027102033,0.739197274,0.801789616,0.496796226,0.848796858,-0.06743383,-0.006818957,-0.127204782,-0.055876244
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2015,Q1,2015-Q1,0.1513,0.071347197,7903759,15.88284903,0.999559999,1.000440195,15.8303566,9.361008,-0.025620912,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2015,Q2,2015-Q2,0.2338,0.011226865,12214901,16.31816716,0.734697998,1.361103478,15.40204811,8.633044,-0.077765557,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2015,Q3,2015-Q3,0.0963,0.013168998,5029665,15.43086394,1.019507051,0.980866194,3.748614073,9.731147,0.127197661,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2015,Q4,2015-Q4,0.0825,0.023475288,4273431.5,15.26792769,0.44451201,2.249658003,5.36780405,8.493694,-0.127164146,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2016,Q1,2016-Q1,0.0963,0.035502347,4973665,15.41966755,0.407905012,2.451551145,-8.498796463,7.62987,-0.101701804,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2016,Q2,2016-Q2,0.11,0.062906227,5684189,15.55319902,0.609722972,1.6400891,-10.76215458,6.2212885,-0.184614089,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2016,Q3,2016-Q3,0.0825,0.136751926,4263141.5,15.26551689,0.548672974,1.822579291,-6.923425198,8.001464,0.286142573,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2016,Q4,2016-Q4,0.1375,0.117256244,7105236,15.77634254,0.379292011,2.636491068,4.280807018,8.547067,0.068187897,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2017,Q1,2017-Q1,0.165,0.104710442,8526283,15.95866407,0.379292011,0,4.280807018,9.2466775,0.081853869,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2017,Q2,2017-Q2,0.2338,0.099666109,12078901,16.30697077,0.646694005,1.546326382,59.02262497,9.946288,0.075660744,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2017,Q3,2017-Q3,0.44,0.082865353,22736754,16.93949329,0.861993015,1.160102208,54.84214401,10.835488,0.089400186,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2017,Q4,2017-Q4,0.26,0.085244746,13435355,16.41340022,1.354958057,0.738030225,56.96505737,13.575721,0.252894286,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2018,Q1,2018-Q1,0.21,0.033040379,22658104,16.93602814,0.794566989,1.258547126,56.96505737,30.73578,1.264025609,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2018,Q2,2018-Q2,0.33,0.049244289,35309292,17.37965672,0.563655019,1.774134828,21.52521515,34.573288,0.124854746,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2018,Q3,2018-Q3,0.4,0.075443135,42799140,17.57202857,0.305575013,3.272518881,24.85861015,31.23709,-0.096496405,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2018,Q4,2018-Q4,0.38,0.057951129,52329616,17.77307304,1.14499402,0.873367006,16.82658577,29.612722,-0.052001259,,,,,,,,
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2019,Q1,2019-Q1,0.4,0.055733742,57041080,17.85928227,1.047497988,0.954655772,16.61508369,37.204908,0.256382578,0.192521821,0.028118393,0.295023697,0.27376164,0.192521821,0.028118393,0.295023697,0.27376164
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2019,Q2,2019-Q2,0.49,0.099278648,69875320,18.06222307,1.125532985,0.888467965,10.91167641,38.506264,0.034978073,0.192521821,0.028118393,0.295023697,0.27376164,0.192521821,0.028118393,0.295023697,0.27376164
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2019,Q3,2019-Q3,0.54,0.120925252,77881752,18.17070223,1.341765046,0.745286966,13.73125744,40.724912,0.057617846,0.192521821,0.028118393,0.295023697,0.27376164,0.192521821,0.028118393,0.295023697,0.27376164
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2019,Q4,2019-Q4,0.48,0.524855139,69809984,18.06128759,1.440130949,0.6943813,13.8229208,41.43648,0.017472548,0.192521821,0.028118393,0.295023697,0.27376164,0.192521821,0.028118393,0.295023697,0.27376164
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2020,Q1,2020-Q1,0.405,0.872334034,58902176,17.89138859,1.318230987,0.758592394,7.166027069,41.304576,-0.003183282,0.21554007,0.022894325,0.392414753,0.276099932,0.023018249,-0.005224069,0.097391056,0.002338292
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2020,Q2,2020-Q2,0.64,1.079413421,96752512,18.38766685,1.110623002,0.900395542,1.216778994,37.88388,-0.082816393,0.21554007,0.022894325,0.392414753,0.276099932,0.023018249,-0.005224069,0.097391056,0.002338292
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2020,Q3,2020-Q3,0.65,0.75083842,98530976,18.40588153,1.802744031,0.554709922,-5.084402084,39.9684,0.055023931,0.21554007,0.022894325,0.392414753,0.276099932,0.023018249,-0.005224069,0.097391056,0.002338292
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2020,Q4,2020-Q4,1.59,0.712337701,241292944,19.30152229,1.930037022,0.518124776,-10.15989208,38.811124,-0.028954774,0.21554007,0.022894325,0.392414753,0.276099932,0.023018249,-0.005224069,0.097391056,0.002338292
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2021,Q1,2021-Q1,2.46,0.598184754,398346048,19.80283165,4.658089161,0.214680305,-6.82201004,41.542204,0.070368485,0.195091767,0.02639432,0.247261663,0.310798072,-0.020448303,0.003499995,-0.14515309,0.03469814
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2021,Q2,2021-Q2,3.14,0.707265862,509070240,20.04809656,6.137332916,0.162937226,-3.53380394,52.94964,0.274598719,0.195091767,0.02639432,0.247261663,0.310798072,-0.020448303,0.003499995,-0.14515309,0.03469814
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2021,Q3,2021-Q3,3.2,0.666151885,523597696,20.07623419,8.137640953,0.122885736,-3.97361207,51.238324,-0.032319691,0.195091767,0.02639432,0.247261663,0.310798072,-0.020448303,0.003499995,-0.14515309,0.03469814
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2021,Q4,2021-Q4,4.19,0.571860997,723740928,20.39994405,8.07263279,0.123875324,0.07203,52.092456,0.016669788,0.195091767,0.02639432,0.247261663,0.310798072,-0.020448303,0.003499995,-0.14515309,0.03469814
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2022,Q1,2022-Q1,4.22,0.365786823,738097536,20.41958654,8.0730896,0.123868314,-5.654284,73.997968,0.420512176,0.230603668,0.017058643,0.42073922,0.301350165,0.035511901,-0.009335677,0.173477556,-0.009447907
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2022,Q2,2022-Q2,2.82,0.319061123,500711104,20.03153985,8.318207741,0.120218205,-7.788742065,74.357624,0.00486035,0.230603668,0.017058643,0.42073922,0.301350165,0.035511901,-0.009335677,0.173477556,-0.009447907
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2022,Q3,2022-Q3,3.48,0.503785669,618225024,20.24236307,5.708870888,0.175165986,-6.733932018,69.26008,-0.068554423,0.230603668,0.017058643,0.42073922,0.301350165,0.035511901,-0.009335677,0.173477556,-0.009447907
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2022,Q4,2022-Q4,3.51,0.31605643,633303616,20.26646051,6.014663219,0.166260348,-7.796554089,81.630488,0.178608052,0.230603668,0.017058643,0.42073922,0.301350165,0.035511901,-0.009335677,0.173477556,-0.009447907
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2023,Q1,2023-Q1,2.91,0.358736208,573546560,20.16734968,6.265503883,0.159604083,-11.82907486,81.490024,-0.00172073,0.236292971,0.03464773,0.507443367,0.247199415,0.005689304,0.017589087,0.086704148,-0.054150751
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2023,Q2,2023-Q2,2.98,0.305655034,602715008,20.21695502,3.827907085,0.261239361,-11.83457184,121.647752,0.492793179,0.236292971,0.03464773,0.507443367,0.247199415,0.005689304,0.017589087,0.086704148,-0.054150751
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2023,Q3,2023-Q3,2.28,0.580021551,461137632,19.94920711,4.241641045,0.235757809,-17.05733681,120.891304,-0.006218348,0.236292971,0.03464773,0.507443367,0.247199415,0.005689304,0.017589087,0.086704148,-0.054150751
GLO CN EQUITY,Global Atomic Corp,Materials,Natural Resources,2023,Q4,2023-Q4,2.78,0.678054816,578944320,20.17671687,3.196973085,0.312795877,-15.31418514,116.811544,-0.033747341,0.236292971,0.03464773,0.507443367,0.247199415,0.005689304,0.017589087,0.086704148,-0.054150751
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2015,Q1,2015-Q1,0.71,0.126062154,57274584,17.86336752,1.581197977,0.632431874,-19.39311028,26.022812,-0.102007917,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2015,Q2,2015-Q2,0.62,0.892094913,50014424,17.727822,2.198589087,0.454837153,-14.78286552,28.857722,0.108939418,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2015,Q3,2015-Q3,0.55,1.240520724,46292636,17.65049346,2.326760054,0.429782176,-14.53570938,25.437486,-0.118520651,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2015,Q4,2015-Q4,0.45,0.952347976,37875792,17.44982273,1.977870941,0.505594161,-13.50056458,25.205316,-0.009127081,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2016,Q1,2016-Q1,0.75,0.55455688,70626320,18.07291344,2.115648031,0.472668414,-17.29820061,22.716444,-0.098743932,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2016,Q2,2016-Q2,2.35,0.605825883,232980080,19.26646351,2.049662113,0.487885293,-15.0466013,25.112928,0.105495561,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2016,Q3,2016-Q3,3.02,0.154596248,310830496,19.55475829,5.394157887,0.185385749,-17.63161469,28.276052,0.125956002,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2016,Q4,2016-Q4,2.02,0.198557297,239160752,19.29264649,6.445148945,0.155155452,-20.16713142,34.235512,0.210759975,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2017,Q1,2017-Q1,1.73,0.253640165,205204512,19.13951766,4.408876896,0.226815133,-18.70730972,57.861504,0.690101904,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2017,Q2,2017-Q2,1.76,0.320559407,222110464,19.2186854,3.686615944,0.271251472,-20.23793221,57.572808,-0.004989431,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2017,Q3,2017-Q3,1.67,0.266207939,218061520,19.20028778,3.240370035,0.30860673,-16.74006844,70.720624,0.228368503,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2017,Q4,2017-Q4,1.33,0.217925828,173783760,18.97332233,3.112561941,0.321278747,-15.55945396,73.774264,0.043178918,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2018,Q1,2018-Q1,1.24,0.105316982,166566800,18.93090699,2.431523085,0.41126486,-11.28222179,79.117592,0.072428076,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2018,Q2,2018-Q2,0.89,0.107509689,120285152,18.60537575,2.328710079,0.429422284,-11.47785854,77.453592,-0.021031985,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2018,Q3,2018-Q3,0.78,0.155563492,105418448,18.47344821,1.995432019,0.501144609,-10.66483212,73.765416,-0.047617882,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2018,Q4,2018-Q4,0.78,0.179722008,105627872,18.47543283,1.68205905,0.59450945,-9.623393059,70.888496,-0.039000932,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2019,Q1,2019-Q1,1,0.186971477,137376320,18.73823458,1.60738802,0.622127319,-8.670396805,73.041624,0.030373447,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2019,Q2,2019-Q2,0.91,0.568184242,125082304,18.64448251,1.92355001,0.519872109,-8.858491898,72.076688,-0.013210769,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2019,Q3,2019-Q3,1.15,0.937243298,159036912,18.88464688,1.794119,0.557376629,-8.633294106,72.182832,0.001472654,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2019,Q4,2019-Q4,1.32,0.831344293,184339744,19.03229105,2.63834691,0.379025213,-9.250000954,69.276832,-0.04025888,,,,,,,,
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2020,Q1,2020-Q1,1.29,0.502020916,183165440,19.02590035,2.391021013,0.418231372,-8.797222137,68.275128,-0.014459437,0.156344155,,0.370146138,0.162623596,0.156344155,,0.370146138,0.162623596
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2020,Q2,2020-Q2,2.38,0.654185244,347414688,19.66602969,3.027395964,0.330316884,-9.074995041,71.540312,0.047823916,0.156344155,,0.370146138,0.162623596,0.156344155,,0.370146138,0.162623596
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2020,Q3,2020-Q3,3.24,0.542732285,473853792,19.97640938,3.299885035,0.30304086,-10.11738873,69.798504,-0.024347224,0.156344155,,0.370146138,0.162623596,0.156344155,,0.370146138,0.162623596
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2020,Q4,2020-Q4,2.77,0.270970478,411232672,19.83466972,8.334240913,0.119986932,-12.97498322,66.753856,-0.043620534,0.156344155,,0.370146138,0.162623596,0.156344155,,0.370146138,0.162623596
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2021,Q1,2021-Q1,2.08,0.297363414,309362848,19.55002541,6.289957047,0.158983598,-16.10395432,69.425752,0.040026092,0.120882808,0.02639432,0.265517241,0.115268678,-0.035461347,0.02639432,-0.104628896,-0.047354918
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2021,Q2,2021-Q2,1.8,0.394239775,269129472,19.41070313,5.172804832,0.193318718,-17.70809555,65.64854,-0.054406497,0.120882808,0.02639432,0.265517241,0.115268678,-0.035461347,0.02639432,-0.104628896,-0.047354918
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2021,Q3,2021-Q3,1.5,0.450555213,224395552,19.22892091,2.040095091,0.49017323,77.65141296,172.404448,1.626173377,0.120882808,0.02639432,0.265517241,0.115268678,-0.035461347,0.02639432,-0.104628896,-0.047354918
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2021,Q4,2021-Q4,1.53,0.450730888,229584288,19.25178079,1.54113102,0.648874098,75.82738495,171.360928,-0.006052744,0.120882808,0.02639432,0.265517241,0.115268678,-0.035461347,0.02639432,-0.104628896,-0.047354918
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2022,Q1,2022-Q1,2.14,0.234165184,321978752,19.58999611,1.419440031,0.704503169,74.32579041,200.155472,0.168034477,0.364109658,0.159686405,0.32162447,0.568816549,0.24322685,0.133292085,0.056107228,0.453547871
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2022,Q2,2022-Q2,1.2,0.234165184,185127632,19.03655605,2.227492094,0.448935376,83.9288559,172.717984,-0.137080879,0.364109658,0.159686405,0.32162447,0.568816549,0.24322685,0.133292085,0.056107228,0.453547871
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2022,Q3,2022-Q3,1.17,0.271339271,183017296,19.02509122,1.74279201,0.573791935,-4.444033146,147.635328,-0.145223186,0.364109658,0.159686405,0.32162447,0.568816549,0.24322685,0.133292085,0.056107228,0.453547871
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2022,Q4,2022-Q4,1.54,0.242538657,252051520,19.34514407,1.435140967,0.696795662,-1.938241005,138.579008,-0.061342499,0.364109658,0.159686405,0.32162447,0.568816549,0.24322685,0.133292085,0.056107228,0.453547871
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2023,Q1,2023-Q1,1.63,0.098446263,274044544,19.42880122,2.25348711,0.443756698,-7.597462177,147.328992,0.063140761,0.417384912,0.147169429,0.416666839,0.654147109,0.053275255,-0.012516976,0.095042369,0.08533056
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2023,Q2,2023-Q2,1.2,0.098994949,204220032,19.13470856,1.906380057,0.524554375,-10.48522186,137.02,-0.069972596,0.417384912,0.147169429,0.416666839,0.654147109,0.053275255,-0.012516976,0.095042369,0.08533056
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2023,Q3,2023-Q3,1.06,0.051234754,187382480,19.04866243,1.711374998,0.58432547,-13.62055397,150.428992,0.097861568,0.417384912,0.147169429,0.416666839,0.654147109,0.053275255,-0.012516976,0.095042369,0.08533056
GOLD CN EQUITY,GoldMining Inc,Materials,Natural Resources,2023,Q4,2023-Q4,1.3,0.05,238235472,19.28877012,1.643118978,0.608598655,-19.41519928,134.252,-0.107539057,0.417384912,0.147169429,0.416666839,0.654147109,0.053275255,-0.012516976,0.095042369,0.08533056
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2017,Q1,2017-Q1,21.21,9.212872788,2318425856,21.56415428,15.43895531,0,5.897366047,442.062016,0.252236532,,,,,,,,
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2017,Q2,2017-Q2,25.62,21.92548042,2735929088,21.72973692,15.43895531,0.064771222,5.897366047,380.868992,-0.138426333,,,,,,,,
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2017,Q3,2017-Q3,25.65,22.60080898,2745165824,21.73310732,20.34761238,0.049145815,5.897366047,444.087008,0.165983625,,,,,,,,
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2017,Q4,2017-Q4,39.71,18.14531964,4278264576,22.17681329,15.85089207,0.063087932,5.897366047,519.556,0.169941905,,,,,,,,
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2018,Q1,2018-Q1,43.11,11.00607559,4644572672,22.25896521,18.14931107,0.05509851,13.30908012,527.681984,0.015640247,0.14015193,,0.121538462,0.198193204,0.14015193,,0.121538462,0.198193204
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2018,Q2,2018-Q2,77.32,13.7079694,8425088000,22.85447976,19.18132782,0.052134034,20.6723938,548.438016,0.039334358,0.14015193,,0.121538462,0.198193204,0.14015193,,0.121538462,0.198193204
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2018,Q3,2018-Q3,83.2,5.608131002,9120865280,22.93383051,37.3324585,0.026786342,17.61424637,571.500032,0.04205036,0.14015193,,0.121538462,0.198193204,0.14015193,,0.121538462,0.198193204
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2018,Q4,2018-Q4,59.68,7.686500613,6553746432,22.6033027,32.5248909,0.030745683,16.9773674,684.6,0.197900195,0.14015193,,0.121538462,0.198193204,0.14015193,,0.121538462,0.198193204
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2019,Q1,2019-Q1,64.18,12.80698084,7067612160,22.67878852,16.86914063,0.059279843,22.33432579,750.099968,0.095676261,0.180879613,0.035425101,0.251105845,0.192714726,0.040727683,0.035425101,0.129567384,-0.005478478
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2019,Q2,2019-Q2,50.69,14.0085807,5583963136,22.4431646,17.70716286,0.056474321,22.54603767,725.4,-0.032928902,0.180879613,0.035425101,0.251105845,0.192714726,0.040727683,0.035425101,0.129567384,-0.005478478
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2019,Q3,2019-Q3,58.25,8.972264671,6426508288,22.58369719,16.70432663,0.05986473,16.9601841,995.699968,0.372621958,0.180879613,0.035425101,0.251105845,0.192714726,0.040727683,0.035425101,0.129567384,-0.005478478
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2019,Q4,2019-Q4,47.01,6.521509922,5194394624,22.37084592,16.0407505,0.062341223,15.60784721,1155.500032,0.160490177,0.180879613,0.035425101,0.251105845,0.192714726,0.040727683,0.035425101,0.129567384,-0.005478478
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2020,Q1,2020-Q1,28.14,7.544642691,3087693824,21.85069031,10.57197762,0.094589682,16.76735687,1136.899968,-0.016096983,0.254354792,0.140411316,0.111857388,0.370388092,0.073475179,0.104986215,-0.139248457,0.177673366
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2020,Q2,2020-Q2,31.52,7.188328503,3470279680,21.96750103,6.005559921,0.166512367,16.50617409,1112.700032,-0.021285897,0.254354792,0.140411316,0.111857388,0.370388092,0.073475179,0.104986215,-0.139248457,0.177673366
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2020,Q3,2020-Q3,42.77,6.916542971,4710873600,22.27313921,7.093507767,0.140973977,11.59240723,1264.4,0.136335008,0.254354792,0.140411316,0.111857388,0.370388092,0.073475179,0.104986215,-0.139248457,0.177673366
GOOS CN EQUITY,Canada Goose Holdings Inc,Consumer Discretionary,Service,2020,Q4,2020-Q4,37.84,3.899252065,4172694272,22.15182777,8.839517593,0.113128345,6.379535198,1377.6,0.08952863,0.254354792,0.140411316,0.111857388,0.370388092,0.073475179,0.104986215,-0.139248457,0.177673366
